tool,mode,threshold,t_wall,t_cpu,timeout,mc time,states,lower_bound,trans,prob,prob LP,heur_iter,info (total states:1805)
fark,y exact,0.35000000000000014,547.3979270458221,2188.0988366870006,False,-,216,216.0,-,0.3507083515364339,0.3500000000000001,-,-
fark,z exact,0.35000000000000014,1276.0709204673767,5103.292211002001,False,-,216,216.0,-,0.3504772740976229,0.35000000000000014,-,-
comics,global,0.35000000000000014,0.593652,-,-,-,361,-,-,0.350048,-,-,-
comics,local,0.35000000000000014,0.05781,-,-,-,236,-,-,0.357113,-,-,-
fark,y form,0.36000000000000015,0.16136455535888672,0.16137519200128736,False,-,514,-,-,0.3692256695198041,0.3600000000000001,1,-
fark,z form,0.36000000000000015,0.14200854301452637,0.14201794499967946,False,-,283,-,-,0.38186256492213255,0.36000000000000015,1,-
fark,y form,0.36000000000000015,0.30162668228149414,0.30164172800141387,False,-,337,-,-,0.36252585075862953,0.36000000000000015,2,-
fark,z form,0.36000000000000015,0.2777383327484131,0.27771921000021393,False,-,250,-,-,0.3610180541142032,0.36000000000000015,2,-
fark,y form,0.36000000000000015,0.44414353370666504,0.44414521400176454,False,-,337,-,-,0.36252585075862953,0.36000000000000015,3,-
fark,z form,0.36000000000000015,0.4204239845275879,0.4204407399993215,False,-,250,-,-,0.3610180541142032,0.36000000000000015,3,-
fark,y form,0.36000000000000015,0.5858516693115234,0.5858610679970297,False,-,337,-,-,0.36252585075862953,0.36000000000000015,4,-
fark,z form,0.36000000000000015,0.5540719032287598,0.5540319060019101,False,-,250,-,-,0.3610180541142032,0.36000000000000015,4,-
fark,y form,0.36000000000000015,0.7289810180664062,0.7289858540025307,False,-,337,-,-,0.36252585075862953,0.36000000000000015,5,-
fark,z form,0.36000000000000015,0.6918201446533203,0.6915172100016207,False,-,250,-,-,0.3610180541142032,0.36000000000000015,5,-
fark,y exact,0.36000000000000015,94.36925458908081,376.0473888380002,False,-,223,223.0,-,0.36141177706055655,0.36000000000000015,-,-
fark,z exact,0.36000000000000015,568.5736658573151,2273.3462560419975,False,-,223,223.0,-,0.36141177706055655,0.36000000000000015,-,-
comics,global,0.36000000000000015,1.05571,-,-,-,407,-,-,0.364873,-,-,-
comics,local,0.36000000000000015,0.060065,-,-,-,245,-,-,0.360383,-,-,-
fark,y form,0.37000000000000016,0.1629934310913086,0.16300243699879502,False,-,532,-,-,0.3701291354692766,0.37000000000000016,1,-
fark,z form,0.37000000000000016,0.14264893531799316,0.14265022299878183,False,-,283,-,-,0.38186256492213255,0.37000000000000016,1,-
fark,y form,0.37000000000000016,0.3060438632965088,0.3060615720023634,False,-,474,-,-,0.37005779641154674,0.37000000000000016,2,-
fark,z form,0.37000000000000016,0.2796187400817871,0.2796349959971849,False,-,264,-,-,0.3734576783117195,0.37000000000000016,2,-
fark,y form,0.37000000000000016,0.4562826156616211,0.4563006759999553,False,-,474,-,-,0.37005779641154674,0.37000000000000016,3,-
fark,z form,0.37000000000000016,0.4234626293182373,0.4234714250014804,False,-,262,-,-,0.3720068706229316,0.37000000000000016,3,-
fark,y form,0.37000000000000016,0.6083204746246338,0.6079730179990293,False,-,474,-,-,0.37005779641154674,0.37000000000000016,4,-
fark,z form,0.37000000000000016,0.5499551296234131,0.5499693260026106,False,-,262,-,-,0.3720068706229316,0.37000000000000016,4,-
fark,y form,0.37000000000000016,0.746412992477417,0.7464252800018585,False,-,474,-,-,0.37005779641154674,0.37000000000000016,5,-
fark,z form,0.37000000000000016,0.6815884113311768,0.6815720590020646,False,-,262,-,-,0.3720068706229316,0.37000000000000016,5,-
fark,y exact,0.37000000000000016,93.33660960197449,371.96195650699883,False,-,236,236.0,-,0.3706069620322827,0.37000000000000016,-,-
fark,z exact,0.37000000000000016,1281.6793665885925,5125.543134480999,False,-,236,236.0,-,0.3703650721163378,0.37000000000000016,-,-
comics,global,0.37000000000000016,1.08095,-,-,-,410,-,-,0.376744,-,-,-
comics,local,0.37000000000000016,0.06331,-,-,-,252,-,-,0.373291,-,-,-
